Rooms,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount
3,1305000.0,12.2,3.0,1.0,1.0,760.0,120.0,1960.0,-37.858,145.1038,2894.0
3,570000.0,11.7,3.0,1.0,1.0,384.0,112.0,1950.0,-37.8542,145.1138,5678.0
3,588000.0,11.1,3.0,1.0,1.0,328.0,118.0,1970.0,-37.838,144.8555,5132.0
3,1500000.0,11.0,3.0,2.0,2.0,710.0,139.0,1945.0,-37.8653,145.0897,3052.0
4,1300000.0,13.0,4.0,2.0,2.0,697.0,194.0,1940.0,-37.9318,145.0474,6795.0
3,2050000.0,11.2,3.0,3.0,2.0,398.0,262.0,2012.0,-37.899,144.9901,10579.0
4,1550000.0,11.0,4.0,2.0,2.0,780.0,180.0,1938.0,-37.86,145.0817,3052.0
5,1529500.0,12.2,5.0,3.0,2.0,585.0,317.0,2000.0,-37.8637,145.1024,2894.0
3,1000000.0,5.9,3.0,2.0,2.0,200.0,144.0,2003.0,-37.7766,144.9277,6567.0
2,587000.0,5.2,2.0,1.0,1.0,114.0,65.0,1970.0,-37.758,144.9667,11918.0
3,1352500.0,11.2,2.0,2.0,1.0,280.0,110.0,1993.0,-37.91,144.989,10579.0
2,1850000.0,9.7,3.0,1.0,1.0,1015.0,166.0,1930.0,-37.8074,145.0826,5682.0
3,520000.0,13.8,3.0,2.0,1.0,352.0,242.0,2015.0,-37.87,144.825,5301.0
3,890000.0,5.9,3.0,1.0,1.0,242.0,110.0,1920.0,-37.7765,144.9114,6567.0
3,810000.0,13.5,3.0,3.0,2.0,555.0,192.0,1980.0,-37.7285,144.8694,3464.0
4,1206000.0,13.9,4.0,1.0,1.0,636.0,138.0,1940.0,-37.925,145.0612,10969.0
2,865000.0,5.9,2.0,2.0,1.0,146.0,132.0,2015.0,-37.7713,144.9038,6567.0
3,540000.0,13.5,2.0,2.0,1.0,161.0,101.0,2010.0,-37.7231,144.8802,3464.0
2,825000.0,13.9,2.0,2.0,1.0,176.0,125.0,2008.0,-37.9237,145.0763,10969.0
4,3360000.0,9.2,4.0,3.0,1.0,904.0,420.0,2003.0,-37.797,145.086,7809.0
2,1300000.0,11.2,2.0,2.0,2.0,329.0,132.0,1940.0,-37.9172,145.004,10579.0
3,815000.0,5.9,3.0,1.0,2.0,157.0,123.0,1999.0,-37.7652,144.9454,7082.0
4,2840000.0,10.7,5.0,2.0,2.0,999.0,274.0,1972.0,-37.9135,145.0189,6938.0
4,3320000.0,11.2,4.0,3.0,2.0,644.0,364.0,2000.0,-37.8964,144.9972,10579.0
3,1587500.0,9.0,3.0,1.0,1.0,459.0,130.0,1920.0,-37.8265,145.072,3265.0
3,840000.0,13.8,3.0,2.0,2.0,534.0,136.0,1965.0,-37.86,144.8245,5301.0
