Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Ascot Vale,75 Maribyrnong Rd,6,h,2425000.0,PI,Brad,4/06/2016,5.9,3032.0,6.0,3.0,2.0,1014.0,435.0,1887.0,Moonee Valley,-37.7721,144.9184,Western Metropolitan,6567.0
Ashburton,4 Vears Rd,3,h,1830000.0,S,Jellis,25/02/2017,11.0,3147.0,3.0,2.0,3.0,724.0,168.0,1940.0,Boroondara,-37.8619,145.0879,Southern Metropolitan,3052.0
Camberwell,68 Bowen St,3,h,3400000.0,S,Jellis,25/02/2017,7.8,3124.0,3.0,2.0,4.0,877.0,146.0,1960.0,Boroondara,-37.8437,145.0623,Southern Metropolitan,8920.0
Clifton Hill,11 Page St,3,h,1370000.0,S,Collins,13/08/2016,3.4,3068.0,3.0,2.0,1.0,176.0,135.0,1890.0,Yarra,-37.7921,144.9898,Northern Metropolitan,2954.0
Balwyn North,15 Illawarra Rd,3,h,1903000.0,S,Noel,16/07/2016,9.2,3104.0,3.0,1.0,2.0,713.0,720.0,1950.0,Boroondara,-37.7982,145.0816,Southern Metropolitan,7809.0
Camberwell,13 Smith Rd,3,h,2177000.0,S,Kay,22/08/2016,7.8,3124.0,3.0,1.0,2.0,635.0,130.0,1920.0,Boroondara,-37.8454,145.0707,Southern Metropolitan,8920.0
Brighton,40 Whyte St,3,h,1785000.0,SP,Buxton,12/11/2016,11.2,3186.0,3.0,2.0,1.0,404.0,118.0,1953.0,Bayside,-37.9228,144.9996,Southern Metropolitan,10579.0
Clifton Hill,17 Myrtle St,2,h,1435000.0,S,Nelson,10/09/2016,3.4,3068.0,2.0,1.0,2.0,239.0,96.0,1900.0,Yarra,-37.7918,144.997,Northern Metropolitan,2954.0
Abbotsford,27 Charles St,2,h,1030000.0,S,Biggin,30/07/2016,2.5,3067.0,2.0,1.0,1.0,172.0,81.0,1930.0,Yarra,-37.8086,144.9946,Northern Metropolitan,4019.0
Caulfield South,89 Clarence St,2,h,1340000.0,S,Buxton,24/09/2016,9.3,3162.0,2.0,1.0,1.0,505.0,117.0,1940.0,Glen Eira,-37.8928,145.0149,Southern Metropolitan,5051.0
Bentleigh East,87 Parkmore Rd,4,h,1415000.0,S,Buxton,10/09/2016,13.9,3165.0,4.0,2.0,2.0,604.0,177.0,1970.0,Glen Eira,-37.9153,145.0707,Southern Metropolitan,10969.0
Brighton East,5 Arnot St,3,t,1230000.0,S,hockingstuart,28/05/2016,10.7,3187.0,3.0,2.0,2.0,297.0,193.0,1980.0,Bayside,-37.9124,145.0132,Southern Metropolitan,6938.0
Brighton East,3/127 Dendy St,2,u,692000.0,S,Buxton,26/07/2016,10.7,3187.0,2.0,1.0,1.0,74.0,66.0,1960.0,Bayside,-37.9207,145.0079,Southern Metropolitan,6938.0
Brighton,5 Bridge St,3,h,1650000.0,S,Hodges,12/11/2016,11.2,3186.0,3.0,2.0,1.0,354.0,143.0,1910.0,Bayside,-37.8916,145.0017,Southern Metropolitan,10579.0
Altona,3/26 Grieve Pde,2,u,510000.0,S,Village,10/09/2016,13.8,3018.0,2.0,1.0,1.0,127.0,76.0,1990.0,Hobsons Bay,-37.8686,144.8182,Western Metropolitan,5301.0
Caulfield South,22 Sycamore St,3,h,1450000.0,S,RT,13/08/2016,9.3,3162.0,2.0,2.0,1.0,478.0,120.0,1925.0,Glen Eira,-37.8893,145.0161,Southern Metropolitan,5051.0
Bentleigh,23 Yawla St,3,h,1500000.0,PI,hockingstuart,7/05/2016,13.0,3204.0,3.0,2.0,1.0,565.0,222.0,1940.0,Glen Eira,-37.9134,145.0263,Southern Metropolitan,6795.0
Armadale,75 Sutherland Rd,3,h,1285000.0,S,Marshall,25/02/2017,6.3,3143.0,3.0,1.0,2.0,186.0,80.0,1920.0,Stonnington,-37.8554,145.0173,Southern Metropolitan,4836.0
Balwyn,38 Frederick St,4,h,2730000.0,S,RT,15/10/2016,9.7,3103.0,4.0,3.0,2.0,674.0,336.0,1997.0,Boroondara,-37.8068,145.0786,Southern Metropolitan,5682.0
Carnegie,2/33 Oakleigh Rd,2,t,930000.0,S,hockingstuart,10/12/2016,11.4,3163.0,2.0,2.0,1.0,166.0,170.0,2009.0,Glen Eira,-37.8982,145.0488,Southern Metropolitan,7822.0
Box Hill,32 Margaret St,4,h,1620000.0,S,hockingstuart,3/09/2016,13.1,3128.0,4.0,2.0,2.0,697.0,255.0,1940.0,Whitehorse,-37.8151,145.135,Eastern Metropolitan,4605.0
Brighton East,9 Montgomery St,4,h,2820000.0,S,Buxton,27/11/2016,10.7,3187.0,4.0,4.0,4.0,509.0,337.0,1960.0,Bayside,-37.9172,145.0214,Southern Metropolitan,6938.0
Balwyn,33 Power St,4,h,1700000.0,VB,Marshall,30/07/2016,9.7,3103.0,3.0,1.0,1.0,672.0,115.0,1935.0,Boroondara,-37.8099,145.0792,Southern Metropolitan,5682.0
Avondale Heights,72 Military Rd,4,h,680000.0,PI,Nelson,24/09/2016,10.5,3034.0,4.0,2.0,2.0,554.0,140.0,1960.0,Moonee Valley,-37.7649,144.8633,Western Metropolitan,4502.0
Bentleigh,11 Wilson St,4,h,2520000.0,PI,Buxton,22/08/2016,13.0,3204.0,4.0,4.0,2.0,579.0,361.0,2012.0,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795.0
Brighton,12 May St,4,h,2800000.0,S,Biggin,18/03/2017,11.2,3186.0,4.0,2.0,4.0,569.0,229.0,1910.0,Bayside,-37.8962,145.0011,Southern Metropolitan,10579.0
Brunswick,3/30 Heller St,2,t,801000.0,S,Jellis,25/02/2017,5.2,3056.0,2.0,2.0,1.0,156.0,87.0,2007.0,Moreland,-37.7744,144.9498,Northern Metropolitan,11918.0
Bentleigh,2/1 Corbie St,3,t,825000.0,S,Buxton,18/03/2017,13.0,3204.0,3.0,2.0,2.0,147.0,149.0,2007.0,Glen Eira,-37.9317,145.0352,Southern Metropolitan,6795.0
Altona North,5 Binns St,3,h,710000.0,PI,Village,7/11/2016,11.1,3025.0,3.0,1.0,3.0,540.0,116.0,1960.0,Hobsons Bay,-37.8294,144.8378,Western Metropolitan,5132.0
Chadstone,2 Fitzroy Gr,4,h,1415500.0,S,hockingstuart,22/05/2016,13.6,3148.0,3.0,2.0,1.0,1033.0,164.0,1950.0,Monash,-37.8738,145.1095,Southern Metropolitan,3582.0
Ashburton,1/1 Nairn St,3,h,1518000.0,S,Jellis,10/09/2016,11.0,3147.0,3.0,2.0,2.0,516.0,145.0,1920.0,Boroondara,-37.8675,145.0668,Southern Metropolitan,3052.0
Braybrook,14 Rose St,3,h,565000.0,S,Nelson,27/11/2016,10.8,3019.0,3.0,2.0,1.0,566.0,78.0,1970.0,Maribyrnong,-37.7844,144.8523,Western Metropolitan,3589.0
Coburg,13 Carron St,2,t,635000.0,S,Ray,18/03/2017,7.8,3058.0,2.0,1.0,1.0,97.0,95.0,2014.0,Moreland,-37.7516,144.9623,Northern Metropolitan,11204.0
Bentleigh East,1/38 Kennedy St,4,t,1045000.0,S,Buxton,18/06/2016,13.9,3165.0,4.0,2.0,1.0,316.0,190.0,2010.0,Glen Eira,-37.9198,145.0789,Southern Metropolitan,10969.0
Armadale,63 Denbigh Rd,3,h,1900000.0,S,Marshall,22/05/2016,6.3,3143.0,3.0,1.0,2.0,328.0,108.0,1900.0,Stonnington,-37.8559,145.0158,Southern Metropolitan,4836.0
Ascot Vale,6 Waller Ct,3,h,786000.0,S,Brad,26/07/2016,5.9,3032.0,3.0,2.0,1.0,576.0,120.0,1940.0,Moonee Valley,-37.7816,144.9217,Western Metropolitan,6567.0
Bentleigh East,2/16 Bessie St,3,u,770000.0,PI,hockingstuart,25/02/2017,13.9,3165.0,3.0,2.0,1.0,281.0,132.0,2005.0,Glen Eira,-37.9257,145.0811,Southern Metropolitan,10969.0
Clifton Hill,32 Caroline St,4,h,3010000.0,S,Collins,10/09/2016,3.4,3068.0,4.0,3.0,2.0,382.0,250.0,1903.0,Yarra,-37.7897,144.9992,Northern Metropolitan,2954.0
Brighton East,200 South Rd,4,h,1920000.0,S,Nick,11/02/2017,10.7,3187.0,4.0,1.0,1.0,1000.0,203.0,1960.0,Bayside,-37.931,145.0163,Southern Metropolitan,6938.0
Bentleigh,17 Smith St,6,h,1900000.0,S,hockingstuart,27/11/2016,13.0,3204.0,6.0,3.0,2.0,708.0,275.0,1988.0,Glen Eira,-37.9181,145.04399999999995,Southern Metropolitan,6795.0
Balwyn North,25 Bolinda Rd,4,h,1905000.0,S,Noel,3/12/2016,9.2,3104.0,4.0,2.0,2.0,647.0,185.0,1955.0,Boroondara,-37.7917,145.0868,Southern Metropolitan,7809.0
Caulfield North,8/359 Balaclava Rd,1,u,290000.0,VB,hockingstuart,10/12/2016,8.1,3161.0,1.0,1.0,1.0,952.0,43.0,1970.0,Glen Eira,-37.8744,145.0371,Southern Metropolitan,6923.0
Brighton East,375 South Rd,5,h,1200000.0,VB,hockingstuart,7/05/2016,10.7,3187.0,5.0,2.0,5.0,775.0,270.0,1920.0,Bayside,-37.932,145.0284,Southern Metropolitan,6938.0
Bentleigh,72 Daley St,4,h,1281000.0,S,hockingstuart,28/08/2016,13.0,3204.0,3.0,1.0,5.0,594.0,150.0,1940.0,Glen Eira,-37.9206,145.0383,Southern Metropolitan,6795.0
Bentleigh East,3 Belinda Ct,4,h,1015000.0,S,C21,28/08/2016,13.9,3165.0,4.0,2.0,3.0,625.0,198.0,1997.0,Glen Eira,-37.9374,145.0726,Southern Metropolitan,10969.0
Abbotsford,78 Yarra St,3,h,1176500.0,S,LITTLE,16/07/2016,2.5,3067.0,2.0,1.0,1.0,138.0,105.0,1890.0,Yarra,-37.8021,144.9965,Northern Metropolitan,4019.0
Brunswick,2/18 De Carle St,2,t,754000.0,S,Nelson,24/09/2016,5.2,3056.0,2.0,2.0,1.0,177.0,105.0,2000.0,Moreland,-37.7625,144.9653,Northern Metropolitan,11918.0
Brighton,58 Champion St,4,h,2640000.0,S,Hodges,26/07/2016,11.2,3186.0,4.0,2.0,2.0,848.0,246.0,1975.0,Bayside,-37.9234,145.0042,Southern Metropolitan,10579.0
Abbotsford,3/72 Charles St,4,h,1330000.0,PI,Kay,18/03/2017,2.5,3067.0,4.0,2.0,2.0,780.0,135.0,1900.0,Yarra,-37.8073,144.9952,Northern Metropolitan,4019.0
Braybrook,2/10 Skewes St,3,u,495000.0,S,Bells,4/06/2016,10.8,3019.0,3.0,2.0,1.0,327.0,124.0,2006.0,Maribyrnong,-37.7851,144.8517,Western Metropolitan,3589.0
Abbotsford,48 Abbotsford St,3,h,1447500.0,PI,Nelson,22/08/2016,2.5,3067.0,3.0,3.0,1.0,166.0,174.0,2012.0,Yarra,-37.8017,145.0001,Northern Metropolitan,4019.0
Balwyn,26 Wills St,4,h,2000000.0,PI,hockingstuart,27/06/2016,9.7,3103.0,3.0,1.0,2.0,739.0,291.0,1930.0,Boroondara,-37.8039,145.0631,Southern Metropolitan,5682.0
Brighton East,16/373 South Rd,2,u,775000.0,S,Buxton,7/11/2016,10.7,3187.0,2.0,1.0,1.0,112.0,90.0,1960.0,Bayside,-37.9306,145.0284,Southern Metropolitan,6938.0
Balwyn North,16 Sylvan St,4,t,1680000.0,S,Noel,18/03/2017,9.2,3104.0,4.0,3.0,1.0,362.0,200.0,2014.0,Boroondara,-37.7987,145.0788,Southern Metropolitan,7809.0
Ascot Vale,18/54 Epsom Rd,2,u,390000.0,PI,Jellis,25/02/2017,5.9,3032.0,2.0,1.0,1.0,1957.0,69.0,2012.0,Moonee Valley,-37.7731,144.9074,Western Metropolitan,6567.0
Balwyn,47 Naroo St,3,h,1750000.0,VB,Jellis,27/11/2016,9.7,3103.0,3.0,2.0,3.0,613.0,193.0,1943.0,Boroondara,-37.8056,145.0688,Southern Metropolitan,5682.0
Brighton,97 Dendy St,5,h,2730000.0,S,Gary,14/05/2016,11.2,3186.0,5.0,3.0,2.0,895.0,423.0,1938.0,Bayside,-37.9204,145.0028,Southern Metropolitan,10579.0
Ashwood,95 Huntingdale Rd,4,h,1100000.0,VB,Tim,10/12/2016,12.2,3147.0,3.0,2.0,2.0,803.0,152.0,1970.0,Monash,-37.8621,145.1126,Southern Metropolitan,2894.0
Caulfield North,25 Malvern Gr,3,h,2005000.0,PI,Jellis,7/05/2016,8.1,3161.0,4.0,2.0,3.0,361.0,237.0,2014.0,Glen Eira,-37.8694,145.0296,Southern Metropolitan,6923.0
Braybrook,11/1 Windsor St,2,t,475000.0,S,Barry,25/02/2017,10.8,3019.0,2.0,1.0,1.0,115.0,104.0,1980.0,Maribyrnong,-37.7948,144.85399999999996,Western Metropolitan,3589.0
Bentleigh,11 Rogers Rd,3,h,1425000.0,S,Buxton,3/12/2016,13.0,3204.0,3.0,2.0,2.0,613.0,143.0,1960.0,Glen Eira,-37.9311,145.0428,Southern Metropolitan,6795.0
Braybrook,21 Hughes St,3,h,575000.0,S,Trimson,10/12/2016,10.8,3019.0,3.0,1.0,3.0,559.0,98.0,1955.0,Maribyrnong,-37.7923,144.852,Western Metropolitan,3589.0
Brunswick,7 Louisa St,3,h,1020000.0,SP,Jellis,27/11/2016,5.2,3056.0,3.0,1.0,3.0,308.0,119.0,1943.0,Moreland,-37.7649,144.9641,Northern Metropolitan,11918.0
Box Hill,5 Wavell St,3,h,1400000.0,S,hockingstuart,15/10/2016,13.1,3128.0,3.0,2.0,1.0,643.0,159.0,1940.0,Whitehorse,-37.8285,145.1272,Eastern Metropolitan,4605.0
Brunswick West,1/572 Moreland Rd,3,t,797500.0,S,Nelson,11/02/2017,5.9,3055.0,3.0,2.0,2.0,262.0,155.0,2010.0,Moreland,-37.7519,144.9324,Northern Metropolitan,7082.0
Ascot Vale,12 Mirams St,4,h,890000.0,SP,Raine,10/12/2016,5.9,3032.0,4.0,1.0,1.0,300.0,185.0,1890.0,Moonee Valley,-37.7766,144.9143,Western Metropolitan,6567.0
Armadale,25 Llaneast St,4,h,2200000.0,PI,Jellis,15/10/2016,6.3,3143.0,4.0,1.0,2.0,495.0,163.0,1900.0,Stonnington,-37.8613,145.0264,Southern Metropolitan,4836.0
Clifton Hill,3/30 Edmund St,2,u,495000.0,S,iTRAK,13/08/2016,3.4,3068.0,2.0,1.0,1.0,515.0,50.0,1970.0,Yarra,-37.7875,145.0049,Northern Metropolitan,2954.0
Bentleigh East,12 Barrani St,3,h,1050000.0,S,Woodards,16/04/2016,13.9,3165.0,3.0,1.0,4.0,726.0,131.0,1950.0,Glen Eira,-37.9117,145.0695,Southern Metropolitan,10969.0
Altona,5/8 David St,2,u,580000.0,PI,Biggin,16/07/2016,13.8,3018.0,2.0,2.0,1.0,175.0,76.0,2013.0,Hobsons Bay,-37.8687,144.8268,Western Metropolitan,5301.0
Avondale Heights,20 Westminster Dr,3,h,892500.0,S,Nelson,22/05/2016,10.5,3034.0,3.0,1.0,1.0,586.0,118.0,1965.0,Moonee Valley,-37.7642,144.8603,Western Metropolitan,4502.0
Brunswick,29 Stewart St,4,h,2230000.0,S,Nelson,4/03/2017,5.2,3056.0,4.0,2.0,3.0,851.0,287.0,1940.0,Moreland,-37.7637,144.9662,Northern Metropolitan,11918.0
Brunswick West,9 Peacock St,4,h,921500.0,S,Ray,22/08/2016,5.9,3055.0,3.0,1.0,1.0,575.0,165.0,1930.0,Moreland,-37.7575,144.9402,Northern Metropolitan,7082.0
Camberwell,4 Range St,3,h,2000000.0,S,Jellis,12/06/2016,7.8,3124.0,3.0,1.0,2.0,821.0,105.0,1925.0,Boroondara,-37.8459,145.0644,Southern Metropolitan,8920.0
Brunswick West,16 Bakers Pde,4,h,970000.0,PI,Nelson,30/07/2016,5.9,3055.0,4.0,3.0,2.0,499.0,150.0,1925.0,Moreland,-37.7538,144.944,Northern Metropolitan,7082.0
Brighton East,2a Hurlstone St,2,t,1014000.0,S,Buxton,30/07/2016,10.7,3187.0,2.0,1.0,1.0,267.0,131.0,1990.0,Bayside,-37.9055,145.0173,Southern Metropolitan,6938.0
Carnegie,1 Frogmore Rd,3,h,1600000.0,S,Woodards,7/05/2016,11.4,3163.0,4.0,2.0,2.0,751.0,40.0,1923.0,Glen Eira,-37.8945,145.0648,Southern Metropolitan,7822.0
Bentleigh,9 Yawla St,4,h,2255000.0,S,hockingstuart,10/12/2016,13.0,3204.0,4.0,3.0,2.0,557.0,353.0,2008.0,Glen Eira,-37.9132,145.0251,Southern Metropolitan,6795.0
Bentleigh,4 Gordon St,3,h,1340000.0,S,hockingstuart,10/09/2016,13.0,3204.0,3.0,2.0,1.0,526.0,135.0,1910.0,Glen Eira,-37.9279,145.031,Southern Metropolitan,6795.0
Brighton East,4 Farmer St,2,h,1845000.0,S,Buxton,15/10/2016,10.7,3187.0,2.0,1.0,2.0,604.0,145.0,1950.0,Bayside,-37.9268,145.0094,Southern Metropolitan,6938.0
Camberwell,3/220 Warrigal Rd,2,u,435000.0,SP,LITTLE,12/11/2016,7.8,3124.0,2.0,1.0,1.0,896.0,77.0,1960.0,Boroondara,-37.8479,145.0958,Southern Metropolitan,8920.0
Brunswick,246 Victoria St,2,h,890000.0,S,Jellis,12/11/2016,5.2,3056.0,2.0,1.0,1.0,199.0,93.0,1900.0,Moreland,-37.7676,144.9659,Northern Metropolitan,11918.0
Alphington,44 Shiers St,4,h,1717500.0,S,Collins,8/10/2016,6.4,3078.0,4.0,2.0,1.0,599.0,203.0,1925.0,Darebin,-37.7717,145.031,Northern Metropolitan,2211.0
Camberwell,6 Gavan St,3,h,1780000.0,S,Fletchers,15/10/2016,7.8,3124.0,3.0,1.0,1.0,769.0,133.0,1930.0,Boroondara,-37.8482,145.0949,Southern Metropolitan,8920.0
Bentleigh East,10 Boronia St,4,h,1698888.0,S,hockingstuart,22/08/2016,13.9,3165.0,4.0,2.0,2.0,598.0,337.0,2006.0,Glen Eira,-37.9138,145.0774,Southern Metropolitan,10969.0
Ascot Vale,26 Newsom St,3,h,1000000.0,PI,Brad,12/11/2016,5.9,3032.0,3.0,2.0,2.0,440.0,120.0,1955.0,Moonee Valley,-37.7746,144.9031,Western Metropolitan,6567.0
Balwyn North,23a The Boulevard,5,h,2200000.0,VB,Noel,12/06/2016,9.2,3104.0,5.0,3.0,2.0,900.0,355.0,1955.0,Boroondara,-37.7868,145.0677,Southern Metropolitan,7809.0
Ashwood,1/2 Condah Ct,3,h,855000.0,S,Noel,25/02/2017,12.2,3147.0,3.0,2.0,1.0,320.0,85.0,1958.0,Monash,-37.87,145.1103,Southern Metropolitan,2894.0
Camberwell,3/107 Wattle Valley Rd,3,h,1650000.0,S,Marshall,3/12/2016,7.8,3124.0,3.0,2.0,2.0,305.0,189.0,1998.0,Boroondara,-37.8365,145.0802,Southern Metropolitan,8920.0
Braybrook,3 Cross St,3,h,652000.0,S,Barry,8/10/2016,10.8,3019.0,3.0,2.0,1.0,216.0,145.0,2010.0,Maribyrnong,-37.7865,144.8605,Western Metropolitan,3589.0
Coburg,109 Moreland Rd,3,h,825000.0,S,Nicholson,8/10/2016,7.8,3058.0,2.0,1.0,1.0,374.0,118.0,1910.0,Moreland,-37.7561,144.9715,Northern Metropolitan,11204.0
Balwyn,5/95 Balwyn Rd,2,u,754000.0,PI,Marshall,18/03/2017,9.7,3103.0,2.0,1.0,1.0,87.0,88.0,1990.0,Boroondara,-37.8134,145.08100000000005,Southern Metropolitan,5682.0
Coburg,16 Linda St,2,h,953000.0,S,Jellis,6/08/2016,7.8,3058.0,2.0,1.0,1.0,170.0,101.0,1890.0,Moreland,-37.7508,144.9608,Northern Metropolitan,11204.0
Brighton East,92 Thomas St,5,h,3207000.0,S,hockingstuart,10/12/2016,10.7,3187.0,5.0,5.0,3.0,1561.0,272.0,1969.0,Bayside,-37.9102,145.0245,Southern Metropolitan,6938.0
Camberwell,91 Radnor St,4,h,2030000.0,S,Jellis,28/05/2016,7.8,3124.0,4.0,2.0,2.0,686.0,210.0,1960.0,Boroondara,-37.8458,145.0611,Southern Metropolitan,8920.0
Brunswick,5 Hanover St,3,h,985000.0,S,Jellis,22/05/2016,5.2,3056.0,3.0,1.0,2.0,384.0,89.0,1940.0,Moreland,-37.7626,144.9535,Northern Metropolitan,11918.0
Caulfield North,12/378 Dandenong Rd,2,u,580000.0,SP,Abercromby's,4/03/2017,8.1,3161.0,2.0,1.0,1.0,934.0,68.0,2012.0,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923.0
Camberwell,19 Thomas St,3,h,2325000.0,PI,Marshall,7/05/2016,7.8,3124.0,3.0,2.0,2.0,1133.0,131.0,1930.0,Boroondara,-37.8426,145.0943,Southern Metropolitan,8920.0
Coburg,1 Shaftsbury St,4,h,990000.0,SP,Grantham,24/09/2016,7.8,3058.0,4.0,1.0,1.0,488.0,142.0,1930.0,Moreland,-37.7537,144.9532,Northern Metropolitan,11204.0
Brighton,66 Champion St,4,h,3900000.0,S,Nick,22/05/2016,11.2,3186.0,4.0,2.0,2.0,842.0,311.0,1990.0,Bayside,-37.9227,145.0043,Southern Metropolitan,10579.0
Coburg,10 Shackell St,3,h,784000.0,S,Nelson,3/09/2016,7.8,3058.0,2.0,1.0,1.0,286.0,110.0,1890.0,Moreland,-37.7427,144.952,Northern Metropolitan,11204.0
Chadstone,2/19 Thurloo St,4,t,881000.0,S,Ray,28/08/2016,13.6,3148.0,3.0,2.0,1.0,188.0,137.0,2014.0,Monash,-37.8781,145.0955,Southern Metropolitan,3582.0
Ascot Vale,78 The Parade,3,h,1440000.0,S,Nelson,11/02/2017,5.9,3032.0,3.0,1.0,1.0,487.0,131.0,1900.0,Moonee Valley,-37.7725,144.9146,Western Metropolitan,6567.0
Ascot Vale,95 Walter St,4,h,1480000.0,S,Raine,17/09/2016,5.9,3032.0,4.0,2.0,2.0,597.0,180.0,1939.0,Moonee Valley,-37.7757,144.9088,Western Metropolitan,6567.0
Bentleigh,8B McKittrick Rd,4,t,1320000.0,S,Buxton,27/11/2016,13.0,3204.0,4.0,3.0,3.0,346.0,220.0,2010.0,Glen Eira,-37.9294,145.041,Southern Metropolitan,6795.0
Brighton East,25 Camperdown St,5,h,2550000.0,PI,RT,15/10/2016,10.7,3187.0,5.0,3.0,2.0,551.0,346.0,2016.0,Bayside,-37.9176,145.009,Southern Metropolitan,6938.0
Brighton East,12 Meyer Ct,4,h,1825000.0,PI,Buxton,4/06/2016,10.7,3187.0,4.0,3.0,2.0,594.0,594.0,1973.0,Bayside,-37.9029,145.0118,Southern Metropolitan,6938.0
Balwyn North,11 Milfay Ct,3,h,1651000.0,S,Nelson,27/11/2016,9.2,3104.0,3.0,1.0,2.0,657.0,151.0,1960.0,Boroondara,-37.7895,145.0985,Southern Metropolitan,7809.0
Balwyn North,3/1 Corhampton Rd,2,h,685000.0,SP,Jellis,22/05/2016,9.2,3104.0,2.0,1.0,1.0,177.0,85.0,1975.0,Boroondara,-37.7935,145.0679,Southern Metropolitan,7809.0
Carnegie,2 Kokaribb Rd,2,h,930000.0,S,hockingstuart,18/06/2016,11.4,3163.0,2.0,1.0,1.0,264.0,110.0,1930.0,Glen Eira,-37.8864,145.0561,Southern Metropolitan,7822.0
Abbotsford,159 Park St,2,h,1135000.0,S,Nelson,22/08/2016,2.5,3067.0,2.0,2.0,2.0,98.0,128.0,1920.0,Yarra,-37.8005,144.9952,Northern Metropolitan,4019.0
Brighton,4/14 Brickwood St,2,u,858000.0,S,Marshall,18/03/2017,11.2,3186.0,2.0,1.0,1.0,107.0,75.0,1950.0,Bayside,-37.8958,144.9982,Southern Metropolitan,10579.0
Ashburton,9 Gona Ct,3,h,1710000.0,S,hockingstuart,10/12/2016,11.0,3147.0,3.0,1.0,2.0,806.0,101.0,1950.0,Boroondara,-37.8695,145.084,Southern Metropolitan,3052.0
Ashwood,4 Newbury Ct,3,h,1200000.0,VB,Buxton,28/05/2016,12.2,3147.0,3.0,2.0,2.0,839.0,198.0,1970.0,Monash,-37.8614,145.1098,Southern Metropolitan,2894.0
Carnegie,4/39 Kokaribb Rd,2,u,588000.0,SP,Woodards,16/07/2016,11.4,3163.0,2.0,1.0,1.0,133.0,71.0,2011.0,Glen Eira,-37.89,145.0559,Southern Metropolitan,7822.0
Balwyn North,15 Ellendale St,3,h,1038000.0,S,Christopher,28/05/2016,9.2,3104.0,3.0,2.0,1.0,207.0,144.0,2003.0,Boroondara,-37.7893,145.092,Southern Metropolitan,7809.0
Ashwood,3 Harold St,4,h,1500000.0,S,Buxton,15/10/2016,12.2,3147.0,4.0,2.0,1.0,593.0,255.0,1930.0,Monash,-37.8655,145.096,Southern Metropolitan,2894.0
Brunswick West,2/13 Walker St,2,u,471000.0,S,Jellis,4/03/2017,5.9,3055.0,2.0,1.0,1.0,564.0,60.0,1970.0,Moreland,-37.7665,144.9425,Northern Metropolitan,7082.0
Bentleigh,2/7 Gordon St,2,u,855000.0,S,hockingstuart,12/11/2016,13.0,3204.0,2.0,2.0,3.0,226.0,475.0,2005.0,Glen Eira,-37.9274,145.031,Southern Metropolitan,6795.0
Balaclava,6 Blenheim St,3,h,1193000.0,S,McGrath,18/06/2016,6.6,3183.0,3.0,1.0,1.0,178.0,100.0,1920.0,Port Phillip,-37.8663,144.9948,Southern Metropolitan,2952.0
Bentleigh East,601 South Rd,3,h,900000.0,VB,Beller,17/09/2016,13.9,3165.0,3.0,1.0,3.0,780.0,140.0,1940.0,Glen Eira,-37.9347,145.0507,Southern Metropolitan,10969.0
Bentleigh East,12 Tambet St,2,h,702000.0,PI,Buxton,13/08/2016,13.9,3165.0,2.0,1.0,1.0,591.0,102.0,1960.0,Glen Eira,-37.9179,145.071,Southern Metropolitan,10969.0
Bulleen,19 Barak St,4,h,1100000.0,PI,Barry,24/09/2016,11.8,3105.0,4.0,2.0,2.0,693.0,212.0,1975.0,Manningham,-37.7743,145.0863,Eastern Metropolitan,4480.0
Airport West,2/49 McIntosh St,2,u,500000.0,VB,Barry,4/03/2017,13.5,3042.0,2.0,1.0,1.0,168.0,86.0,2011.0,Moonee Valley,-37.7215,144.8864,Western Metropolitan,3464.0
Ascot Vale,44 The Parade,4,h,1850000.0,S,Brad,4/03/2017,5.9,3032.0,4.0,3.0,1.0,478.0,270.0,1900.0,Moonee Valley,-37.7729,144.9179,Western Metropolitan,6567.0
Carnegie,1/15 Rosstown Rd,2,u,405000.0,PI,Matthew,25/02/2017,11.4,3163.0,2.0,1.0,1.0,967.0,72.0,1970.0,Glen Eira,-37.8843,145.0531,Southern Metropolitan,7822.0
Brighton,124 Cole St,4,h,1761000.0,S,Kay,6/08/2016,11.2,3186.0,4.0,2.0,3.0,615.0,135.0,1920.0,Bayside,-37.8956,145.0026,Southern Metropolitan,10579.0
Ascot Vale,1/20 Newsom St,3,t,1050000.0,S,Jellis,19/11/2016,5.9,3032.0,3.0,2.0,2.0,318.0,160.0,2013.0,Moonee Valley,-37.7744,144.9035,Western Metropolitan,6567.0
Carnegie,44 Blackwood St,4,h,1518000.0,S,hockingstuart,28/05/2016,11.4,3163.0,3.0,3.0,2.0,454.0,275.0,2000.0,Glen Eira,-37.8869,145.0628,Southern Metropolitan,7822.0
Brighton,18 Rooding St,3,h,1635000.0,S,Buxton,3/09/2016,11.2,3186.0,3.0,1.0,2.0,366.0,156.0,1920.0,Bayside,-37.9038,145.0001,Southern Metropolitan,10579.0
Bentleigh East,54 Elizabeth St,3,h,1197000.0,S,Buxton,22/05/2016,13.9,3165.0,3.0,1.0,2.0,692.0,147.0,1949.0,Glen Eira,-37.9232,145.0563,Southern Metropolitan,10969.0
